📝 日志文件: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_203720/training.log
💡 训练输出将实时保存到日志文件
🚀 启用AMP混合精度训练（预期加速40-100%）
🚀 启用异步数据传输（预期加速10-20%）
SAC训练中...
📊 优先级经验回放（PER）配置:
  - 容量: 20000
  - Alpha: 0.6 (优先级指数)
  - Beta: 0.4 → 1.0 (重要性采样权重)
  - 内存优化: float32 (节省50%内存)

================================================================================
  Episode    |    Leader    |  Follower0   |  Follower1   |  Follower2   |    Steps     |    Status   
    494      |    321.04    |    -65.17    |    -77.92    |    -60.49    |      72      |  ✅ Success  
    495      |    -12.97    |   -126.26    |   -163.21    |    -94.08    |      99      |  ✅ Success  
    496      |   -674.17    |   -193.81    |   -186.27    |   -187.49    |     150      |  ✅ Success  
    497      |    671.35    |    -41.03    |    -43.00    |    -45.10    |      46      |  ✅ Success  
    498      |    403.04    |    -85.83    |    -59.22    |    -72.00    |      62      |  ✅ Success  
    499      |   -3475.27   |   -761.52    |   -689.84    |   -765.30    |     400      |  ✅ Success  
✅ 训练数据已保存: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_203720/training_data.pkl
✅ 总奖励曲线已保存: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_203720/plots/total_reward.png
✅ Leader奖励曲线已保存: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_203720/plots/leader_reward.png
✅ Follower奖励曲线已保存: /home/zhangpeng/UAV_PATH_PLANNING/runs/exp_baseline_20251031_203720/plots/follower_reward.png
